Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
60965426,The Creative Act: A Way of Being,Rick Rubin,"Rubin, Rick",,"=""0593652886""","=""9780593652886""",3.0,Penguin Press,Hardcover,406,2023,2023,2025/09/17,2024/04/29,,,read,"Criticisms of this book being derivative, cultish, and fake-deep are accurate, however I still found myself highlighting passages.",,,1,0
27226551,Bitches Brew,George Grella Jr.,"Jr., George Grella",,"=""""","=""""",0,Bloomsbury Academic,Kindle Edition,147,2015,2015,,2024/09/11,"to-read, 33-1-3","to-read (#292), 33-1-3 (#1)",to-read,,,,0,0
18666080,Agostino,Alberto Moravia,"Moravia, Alberto",Michael F. Moore,"=""1590177231""","=""9781590177235""",0,NYRB Classics,Paperback,111,2014,1945,,2022/08/27,to-read,to-read (#125),to-read,,,,0,0
20652358,Young Man with a Horn (New York Review Books Classics),Dorothy Baker,"Baker, Dorothy",Gary Giddins,"=""1590175948""","=""9781590175941""",0,NYRB Classics,Kindle Edition,193,2012,1938,,2022/08/07,to-read,to-read (#119),to-read,,,,0,0
11390922,The Room,Hubert Selby Jr.,"Jr., Hubert Selby",,"=""0141195673""","=""9780141195674""",0,Penguin Books,Unknown Binding,225,2011,1971,,2022/05/23,to-read,to-read (#83),to-read,,,,0,0
488156,Hiroshima,John Hersey,"Hersey, John",,"=""""","=""""",4.0,Penguin Modern Classics,Paperback,196,2002,1946,2025/09/11,2021/01/15,,,read,Mercilessly bleak but certainly worth reading.,,,1,0
125800051,Angelo Badalamenti's Soundtrack from Twin Peaks (33 1/3),Clare Nina Norelli,"Norelli, Clare Nina",,"=""""","=""""",0,Bloomsbury Academic,Kindle Edition,142,2017,2017,,2025/07/15,"to-read, 33-1-3","to-read (#358), 33-1-3 (#32)",to-read,,,,0,0
24485629,Portishead's Dummy (33 1/3 Book 85),R.J. Wheaton,"Wheaton, R.J.",,"=""1441155821""","=""9781441155825""",0,Continuum,Kindle Edition,249,2011,2011,,2025/07/15,"to-read, 33-1-3","to-read (#357), 33-1-3 (#31)",to-read,,,,0,0
25116237,Nine Inch Nails' Pretty Hate Machine (33 1/3 Book 78),Daphne Carr,"Carr, Daphne",,"=""1441181946""","=""9781441181947""",0,Continuum,Kindle Edition,194,2011,2011,,2024/09/11,"to-read, 33-1-3","to-read (#289), 33-1-3 (#6)",to-read,,,,0,0
20802588,Aphex Twin's Selected Ambient Works Volume II (33 1/3),Marc Weidenbaum,"Weidenbaum, Marc",,"=""""","=""""",3.0,Bloomsbury Academic,Kindle Edition,126,2014,2014,2025/07/09,2024/09/11,33-1-3,33-1-3 (#3),read,"Despite some odd digressions, it follows Warp Records through the rise of the Internet and Aphex Twin’s influence on both ambient and modern music.",,,1,0
19190514,My Bloody Valentine's Loveless,Mike McGonigal,"McGonigal, Mike",,"=""""","=""""",0,Continuum International Publishing,Kindle Edition,136,2007,2006,,2024/09/11,"to-read, 33-1-3","to-read (#295), 33-1-3 (#9)",to-read,,,,0,0
214988449,Perfection,Vincenzo Latronico,"Latronico, Vincenzo",Sophie Hughes,"=""1681378728""","=""9781681378725""",0,New York Review Books,Paperback,136,2025,2022,,2025/09/06,to-read,to-read (#364),to-read,,,,0,0
94486,The Invention of Morel,Adolfo Bioy Casares,"Casares, Adolfo Bioy","Jorge Luis Borges, Ruth L.C. Simms, Suzanne Jill Levine, Norah Borges de Torre","=""1590170571""","=""9781590170571""",0,New York Review Books,Paperback,103,2003,1940,,2025/09/03,to-read,to-read (#363),to-read,,,,0,0
29968206,GG Allin - My Prison Walls,G.G. Allin,"Allin, G.G.",,"=""""","=""""",4.0,AGGRONAUTIX,Kindle Edition,208,2016,2013,2025/09/02,2025/08/29,,,read,It’s no surprise that GG Allin’s unhinged prison letters are messily written in all caps with spelling errors. His letters to Merle and his mother were tender though.,,,1,0
13230994,Ethics of Big Data: Balancing Risk and Innovation,Kord Davis,"Davis, Kord",,"=""1449311792""","=""9781449311797""",4.0,O'Reilly Media,Paperback,82,2012,2011,2021/03/04,2021/01/19,,,read,,,,1,0
8128736,"Catching the Big Fish: Meditation, Consciousness, and Creativity: 10th Anniversary Edition",David  Lynch,"Lynch, David",,"=""110104330X""","=""9781101043301""",4.0,Tarcher,Kindle Edition,193,2007,2006,2022/10/29,2022/10/29,,,read,“Right now I’m catching some painting fish. And some music fish. I haven’t caught the next film fish yet. I just try to catch ideas—and sometimes I fall in love with one and then I know what I want to do.”,,,1,0
15799151,Daily Rituals: How Artists Work,Mason Currey,"Currey, Mason",,"=""0307273601""","=""9780307273604""",5.0,Knopf,Hardcover,278,2013,2013,2024/04/16,2024/03/31,favourite-nonfiction,favourite-nonfiction (#7),read,"Many historical figures woke up early, had coffee and cigarettes for breakfast, worked until lunch, and finished the day with a long, reflective walk.",,,1,0
2784,Ways of Seeing,John Berger,"Berger, John",,"=""0140135154""","=""9780140135152""",0,Penguin,Paperback,176,1990,1972,,2025/08/28,to-read,to-read (#362),to-read,,,,0,0
36236123,Survivor,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393355934""","=""9780393355932""",3.0,W. W. Norton & Company,Paperback,304,2018,1999,2006/01/31,2019/01/18,,,read,I read this many years ago when I was a night shift trolley boy and the role of ‘cleaners’ resonated with me.,,,1,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",4.0,Penguin Books,Paperback,289,2019,2018,2025/08/28,2025/08/17,,,read,I read this as a mumblecore dramedy directed by Josh Safdie and starring Dasha Nekrasova and Anna Khachiyan.,,,1,0
184085,Steal This Book,Abbie Hoffman,"Hoffman, Abbie",,"=""156858217X""","=""9781568582177""",4.0,Grand Central Publishing,Paperback,352,2002,1971,,2019/01/18,,,read,Abbie Hoffman would’ve loved LibGen.,,,1,0
9516,"Persepolis: The Story of a Childhood (Persepolis, #1)",Marjane Satrapi,"Satrapi, Marjane",Mattias Ripa,"=""037571457X""","=""9780375714573""",4.0,Pantheon,Paperback,153,2004,2003,2025/08/22,2025/08/18,,,read,"“The revolution is like a bicycle. When the wheels don’t turn, it falls.”",,,1,0
323620,The Notebooks of Malte Laurids Brigge,Rainer Maria Rilke,"Rilke, Rainer Maria",Michael Hulse,"=""0141182210""","=""9780141182216""",0,Penguin Books,Paperback,208,2009,1910,,2025/08/17,to-read,to-read (#361),to-read,,,,0,0
13827302,The Art of Noise: Destruction of Music By Futurist Machines,Luigi Russolo,"Russolo, Luigi",Francesco Balilla Pratella,"=""0983884234""","=""9780983884231""",3.0,Sun Vision Press,Paperback,128,2012,1913,2025/08/11,2025/08/05,,,read,"“Noise, gushing confusely and irregularly out of life, is never totally revealed to us and it keeps in store innumerable surprises for our benefit.”",,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",3.0,Signet Classics,Mass Market Paperback,141,1996,1945,2010/01/31,2019/01/18,,,read,🐖🐎🫏🐑🐐🐄🐦‍⬛🪿🐓🐈🐕,,,1,0
29936134,The Little Book of Design Research Ethics,IDEO,"IDEO, IDEO",Jane Fulton Suri,"=""0578163039""","=""9780578163031""",4.0,IDEO,Hardcover,55,2016,,2022/06/26,2022/06/26,,,read,,,,1,0
40899565,After Dark,Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",3.0,Vintage Digital,Kindle Edition,258,2011,2004,2024/01/18,2024/01/12,,,read,"It was poignant and cinematic in style. I enjoyed how he describes scenes like a filmmaker. That said, I might prefer the other Murakami.",,,1,0
35869140,The slavery of our times,Leo Tolstoy,"Tolstoy, Leo",,"=""0649151860""","=""9780649151868""",4.0,Trieste Publishing,Paperback,228,2018,1900,2021/07/07,2021/07/04,,,read,,,,1,0
228655115,Propaganda,Edward L. Bernays,"Bernays, Edward L.",Mark Crispin Miller,"=""""","=""""",4.0,,Kindle Edition,115,2025,1928,2019/09/22,2019/09/15,,,read,,,,1,0
16282095,Cadence And Slang,Nick Disabato,"Disabato, Nick",,"=""""","=""""",4.0,KickStarter/ Creative Commons,ebook,108,2011,2010,2021/05/06,2021/01/08,,,read,,,,1,0
870282,The Torture Garden,Octave Mirbeau,"Mirbeau, Octave",,"=""1873982534""","=""9781873982532""",4.0,Dedalus,Paperback,206,1997,1899,2023/06/20,2022/07/12,,,read,“I have found you can find happiness in slavery”. <br/><br/>The articulate torturer with a passion for incorporating rats in his work was a highlight.,,,1,0
36130406,"The Tao of Seneca: Practical Letters from a Stoic Master, Volume 1",Timothy Ferriss,"Ferriss, Timothy",,"=""""","=""""",4.0,,ebook,352,,,,2019/01/18,,,read,,,,1,0
36749081,Switched-On Bach,Roshanak Kheshti,"Kheshti, Roshanak",,"=""1501320289""","=""9781501320286""",3.0,Bloomsbury Academic,Paperback,118,2019,2019,2025/08/05,2025/08/02,33-1-3,33-1-3 (#34),read,"A sharp look at a pioneering synthesizer album and the studio-as-instrument concept, occasionally veering too far into identity politics.",,,1,0
31144920,Boys for Pele,Amy Gentry,"Gentry, Amy",,"=""1501321315""","=""9781501321313""",0,Bloomsbury Academic,Paperback,176,2018,2018,,2025/07/15,"to-read, 33-1-3","to-read (#359), 33-1-3 (#33)",to-read,,,,0,0
6878264,It Takes a Nation of Millions to Hold Us Back,Christopher R. Weingarten,"Weingarten, Christopher R.",,"=""0826429130""","=""9780826429131""",0,Continuum,Paperback,160,2010,2010,,2025/07/15,"to-read, 33-1-3","to-read (#355), 33-1-3 (#29)",to-read,,,,0,0
4871558,XO,Matthew LeMay,"LeMay, Matthew",,"=""0826429009""","=""9780826429001""",0,Continuum,Paperback,124,2009,2009,,2025/07/15,"to-read, 33-1-3","to-read (#354), 33-1-3 (#28)",to-read,,,,0,0
1543976,Swordfishtrombones,David Smay,"Smay, David",,"=""0826427820""","=""9780826427823""",0,Continuum,Paperback,143,2007,2007,,2025/07/15,"to-read, 33-1-3","to-read (#353), 33-1-3 (#27)",to-read,,,,0,0
150968,Abba Gold: Greatest Hits,Elisabeth Vincentelli,"Vincentelli, Elisabeth",,"=""0826415466""","=""9780826415462""",0,Continuum,Paperback,128,2004,2004,,2025/07/15,"to-read, 33-1-3","to-read (#350), 33-1-3 (#24)",to-read,,,,0,0
302576,OK Computer,Dai Griffiths,"Griffiths, Dai",,"=""0826416632""","=""9780826416636""",0,Continuum,Paperback,144,2004,2004,,2025/07/15,"to-read, 33-1-3","to-read (#349), 33-1-3 (#23)",to-read,,,,0,0
364112,Trout Mask Replica,Kevin Courrier,"Courrier, Kevin",,"=""0826427812""","=""9780826427816""",0,Continuum,Paperback,152,2007,2007,,2025/07/11,"to-read, 33-1-3","to-read (#346), 33-1-3 (#22)",to-read,,,,0,0
782174,Pink Moon,Amanda Petrusich,"Petrusich, Amanda",,"=""0826427901""","=""9780826427908""",0,Continuum,Paperback,128,2007,2007,,2025/07/11,"to-read, 33-1-3","to-read (#348), 33-1-3 (#21)",to-read,,,,0,0
49672234,Suicide,Andi Coulter,"Coulter, Andi",,"=""150135566X""","=""9781501355660""",0,Bloomsbury Academic,Paperback,152,2020,2020,,2025/07/11,"to-read, 33-1-3","to-read (#347), 33-1-3 (#20)",to-read,,,,0,0
215701412,Ministry's The Land of Rape and Honey (33 1/3),Jason Pettigrew,"Pettigrew, Jason",,"=""""","=""9798765106839""",0,Bloomsbury Academic,Paperback,144,2025,,,2025/07/06,"to-read, 33-1-3","to-read (#345), 33-1-3 (#19)",to-read,,,,0,0
52689551,Murder Ballads,Santi Elijah Holley,"Holley, Santi Elijah",,"=""1501355147""","=""9781501355141""",0,Bloomsbury Academic,Paperback,131,2020,2020,,2025/07/06,"to-read, 33-1-3","to-read (#344), 33-1-3 (#18)",to-read,,,,0,0
23014513,Koji Kondo's Super Mario Bros. Soundtrack,Andrew Schartmann,"Schartmann, Andrew",,"=""1628928530""","=""9781628928532""",0,Bloomsbury Academic,Paperback,168,2015,2015,,2025/07/06,"to-read, 33-1-3","to-read (#343), 33-1-3 (#17)",to-read,,,,0,0
28399361,How to Lose Friends and Irritate People,Justin  Pearson,"Pearson, Justin",,"=""""","=""""",4.0,,,,2014,,2025/07/03,2025/07/02,,,read,"A journal from an era when EDM bros like The Bloody Beetroots chased punk’s credibility, but were really just into the aesthetic.",,,1,0
17244326,This Music Leaves Stains: The Complete Story of the Misfits,James Greene Jr.,"Jr., James Greene",,"=""0810884380""","=""9780810884380""",0,Scarecrow Press,Kindle Edition,202,2013,2013,,2025/07/01,to-read,to-read (#341),to-read,,,,0,0
403541,Let Us Compare Mythologies,Leonard Cohen,"Cohen, Leonard",Freda Guttman,"=""0061173754""","=""9780061173752""",3.0,Ecco,Hardcover,79,2007,1956,2025/06/15,2025/06/04,,,read,I read this in Lenny’s distinctly smoky intonation (RIP).,,,1,0
2033807,No Wave,Marc Masters,"Masters, Marc",Weasel Walter,"=""190615502X""","=""9781906155025""",0,Black Dog Pub Ltd,Paperback,205,2007,2007,,2025/06/25,to-read,to-read (#340),to-read,,,,0,0
608736,Deep Listening: A Composer's Sound Practice,Pauline Oliveros,"Oliveros, Pauline",,"=""0595343651""","=""9780595343652""",2.0,iUniverse,Paperback,124,2005,2005,2025/06/26,2023/03/07,,,read,"I expected this to be a deep exploration of listening, but it mainly offers meditation exercises that are only loosely connected to music.",,,1,0
176442681,Rare Flavours,Ram V,"V, Ram","Filipe Andrade, Inês Amaro, AndWorld Design","=""1608861538""","=""9781608861538""",3.0,BOOM! Studios,Paperback,160,2024,2024,2025/06/25,2025/06/01,,,read,The rarest flavour is people. And there will always be room for more.,true,,1,0
61098113,Madvillainy,Will Hagle,"Hagle, Will",,"=""1501389238""","=""9781501389238""",0,Bloomsbury Academic,Paperback,152,2023,2023,,2025/06/14,"to-read, 33-1-3","to-read (#338), 33-1-3 (#14)",to-read,,,,0,0
61484925,BBC Radiophonic Workshop: A Retrospective,William L. Weir,"Weir, William L.",,"=""1501389157""","=""9781501389153""",0,Bloomsbury Academic,Paperback,176,2023,2023,,2025/06/14,"to-read, 33-1-3","to-read (#337), 33-1-3 (#13)",to-read,,,,0,0
564711,György Ligeti: Music of the Imagination,Richard  Steinitz,"Steinitz, Richard",,"=""1555535518""","=""9781555535513""",0,Northeastern University Press,Hardcover,416,2003,2003,,2025/06/13,to-read,to-read (#336),to-read,,,,0,0
52379413,Madonna in a Fur Coat,Sabahattin Ali,"Ali, Sabahattin","Maureen Freely, Alexander Dawe, David Selim Sayers","=""0241422264""","=""9780241422267""",0,Penguin Classics,Paperback,168,2020,1943,,2025/06/04,to-read,to-read (#335),to-read,,,,0,0
58437567,Empire of the Scalpel: The History of Surgery,Ira Rutkow,"Rutkow, Ira",,"=""1501163744""","=""9781501163746""",0,Scribner,Hardcover,416,2022,2022,,2025/06/02,to-read,to-read (#334),to-read,,,,0,0
625138,Let It Come Down,Paul Bowles,"Bowles, Paul",,"=""0141182202""","=""9780141182209""",0,Penguin,Paperback,336,2000,1952,,2025/05/28,to-read,to-read (#333),to-read,,,,0,0
6725882,Thirst for Love,Yukio Mishima,"Mishima, Yukio",Alfred H. Marks,"=""0099530279""","=""9780099530275""",0,Vintage Classic,Paperback,200,2009,1950,,2024/11/16,to-read,to-read (#332),to-read,,,,2,0
203579062,By Night in Chile,Roberto Bolaño,"Bolaño, Roberto","Chris    Andrews, Nicole Krauss","=""1250321743""","=""9781250321749""",0,Picador,Paperback,144,2024,2000,,2025/05/21,to-read,to-read (#331),to-read,,,,1,0
12483882,Schoolgirl,Osamu Dazai,"Dazai, Osamu",Allison Markin Powell,"=""1935548085""","=""9781935548089""",3.0,One Peace Books,Paperback,103,2011,1939,2025/05/21,2025/03/02,,,read,“Sometimes happiness arrives one night too late.”,,,1,0
18490870,Zama,Antonio di Benedetto,"Benedetto, Antonio di",Esther Allen,"=""1590177177""","=""9781590177174""",0,NYRB Classics,Paperback,201,2016,1956,,2025/05/21,to-read,to-read (#330),to-read,,,,0,0
39277832,Play It as It Lays,Joan Didion,"Didion, Joan",,"=""0007414986""","=""9780007414987""",0,4th Estate,Paperback,214,2017,1970,,2025/05/20,to-read,to-read (#329),to-read,,,,0,0
207003520,The Road: A Graphic Novel Adaptation,Manu Larcenet,"Larcenet, Manu",Cormac McCarthy,"=""1419776770""","=""9781419776779""",4.0,Harry N. Abrams,Hardcover,160,2024,2024,2025/05/19,2025/01/13,,,read,A gritty and gloriously illustrated graphic adaptation of a grim classic.,,,1,0
59749571,Blind Owl,Sadegh Hedayat,"Hedayat, Sadegh","Sassan Tabatabai, Sadegh Hedayat","=""""","=""""",4.0,Penguin Classics,Kindle Edition,110,2022,1937,2025/05/18,2025/05/07,,,read,"In this Iranian gothic horror, an opium-addicted man spirals into vengeful hallucinations driven by infidelity.",,,1,0
56021355,The Lover,Marguerite Duras,"Duras, Marguerite",Barbara Bray,"=""0006541593""","=""9780006541592""",0,Flamingo Books/HarperCollins Publishers,Paperback,123,1986,1984,,2025/05/15,to-read,to-read (#328),to-read,,,,0,0
31325459,Choosing Death: The Improbable History of Death Metal & Grindcore,Albert Mudrian,"Mudrian, Albert","John Peel, Scott Carlson","=""1935950169""","=""9781935950165""",0,Bazillion Points,Paperback,384,2016,2004,,2025/05/14,to-read,to-read (#327),to-read,,,,0,0
12848198,The Colonel,Mahmoud Dowlatabadi,"Dowlatabadi, Mahmoud",Tom Patterdale,"=""1612191320""","=""9781612191324""",0,Melville House,Paperback,256,2012,2009,,2025/05/12,to-read,to-read (#326),to-read,,,,0,0
218317021,The Man of Light in Iranian Sufism,Henry Corbin,"Corbin, Henry","Nancy Pearson, Zia Inayat Khan","=""0930872487""","=""9780930872489""",0,Sulūk Press,Paperback,174,1994,1971,,2025/05/12,to-read,to-read (#325),to-read,,,,0,0
232941278,Ingram,Louis C.K.,"C.K., Louis",,"=""1637747918""","=""9781637747919""",0,BenBella Books,Kindle Edition,288,2025,2025,,2025/05/07,to-read,to-read (#324),to-read,,,,0,0
9903,Angels,Denis Johnson,"Johnson, Denis",,"=""0099440830""","=""9780099440833""",0,Vintage,Paperback,209,2003,1977,,2025/05/05,to-read,to-read (#323),to-read,,,,0,0
171423503,Chronicles of The Juice Man,Juicy J.,"J., Juicy",Soren Baker,"=""1867298538""","=""9781867298533""",4.0,HQ Non Fiction,Kindle Edition,232,2023,,2024/03/22,2024/03/16,,,read,"When the smoke clears, be a witness to Juicy J’s lasting impact on DIY southern hip-hop. Who run it.",,,1,0
134119018,Filterworld: How Algorithms Flattened Culture,Kyle Chayka,"Chayka, Kyle",,"=""""","=""""",0,Vintage,Kindle Edition,290,2024,2024,,2024/03/12,to-read,to-read (#322),to-read,,,,1,0
205706169,The New Seoul Park Jelly Massacre,Cho yeeun,"yeeun, Cho",Yewon Jung,"=""1915829038""","=""9781915829030""",0,Honford Star,Paperback,206,2024,2019,,2025/04/18,to-read,to-read (#321),to-read,,,,0,0
40338442,The White Book,Han Kang,"Kang, Han",Deborah Smith,"=""0525573062""","=""9780525573067""",3.0,Hogarth,Hardcover,157,2019,2016,2025/04/16,2025/03/24,,,read,White is a wistful and woeful shade of achromatic grey. Finished this book while visiting Seoul.,,,1,0
60021205,Acts of Desperation,Megan Nolan,"Nolan, Megan",,"=""031642983X""","=""9780316429832""",0,"Little, Brown Paperbacks",Paperback,288,2022,2021,,2025/04/15,to-read,to-read (#320),to-read,,,,0,0
87280,Too Loud a Solitude,Bohumil Hrabal,"Hrabal, Bohumil",Michael Henry Heim,"=""0349102627""","=""9780349102627""",3.0,Abacus,Paperback,112,1993,1976,2024/06/09,2023/06/27,,,read,"Waste compacting would be a satisfying job, but less so crushing literature. Still got with the gypsy girl.",,,1,0
27191166,The Vegetarian,Han Kang,"Kang, Han",Deborah     Smith,"=""""","=""""",4.0,Portobello,Paperback,216,2016,2007,2025/02/17,2025/01/08,,,read,Abstaining from meat becomes the catalyst for madness in this great psychodrama.,,,1,0
139473,Raise the Red Lantern,Su Tong,"Tong, Su",,"=""0684860228""","=""9780684860220""",0,Scribner,Paperback,267,2000,1990,,2025/03/29,to-read,to-read (#319),to-read,,,,0,0
45024007,The Singularity Is Nearer: When We Merge with AI,Ray Kurzweil,"Kurzweil, Ray",,"=""0399562761""","=""9780399562761""",0,Viking,Hardcover,432,2024,2024,,2025/03/28,to-read,to-read (#318),to-read,,,,0,0
838938,The True Story of Ah Q,Lu Xun,"Xun, Lu","魯迅, Yang Xianyi, Gladys Yang, 楊憲益, 戴乃迭","=""9629960443""","=""9789629960445""",2.0,Chinese University Press 香港中文大學,Paperback,160,2003,1922,2025/03/27,2025/03/08,,,read,I couldn’t suss out if this story was lost in translation or if Ah Q was such a drongo he copped the beatings.,,,1,0
56159536,The Drunkard,Liu Yichang,"Yichang, Liu","Nick Hordern, Charlotte Chun-lam Yiu","=""""","=""""",5.0,Chinese University of Hong Kong Press,Kindle Edition,463,2020,1962,2025/03/14,2025/02/27,favourite-novels,favourite-novels (#19),read,A maudlin novelist in seedy mid-century Hong Kong longs to write literary fiction but churns out kung-fu stories and smut for cash. One drink. Another. Three.,,,1,0
341172,The Private Memoirs and Confessions of a Justified Sinner,James Hogg,"Hogg, James",Karl Miller,"=""0141441534""","=""9780141441535""",0,Penguin Books,Paperback,275,2007,1824,,2025/03/12,to-read,to-read (#317),to-read,,,,0,0
987602,"Suffering, Suicide and Immortality: Eight Essays from The Parerga (The Incidentals) (Philosophical Classics)",Arthur Schopenhauer,"Schopenhauer, Arthur",T. Bailey Saunders,"=""0486447812""","=""9780486447810""",0,Dover Publications,Paperback,112,2006,2000,,2025/03/02,to-read,to-read (#316),to-read,,,,0,0
334971,To Live,Yu Hua,"Hua, Yu",Michael Berry,"=""1400031869""","=""9781400031863""",0,Vintage,Paperback,250,2003,1992,,2025/02/27,to-read,to-read (#315),to-read,,,,0,0
8777994,Audition,Ryū Murakami,"Murakami, Ryū",Ralph McCarthy,"=""0393339106""","=""9780393339109""",5.0,W. W. Norton Company,ebook,208,2010,1997,2024/01/06,2023/12/21,favourite-novels,favourite-novels (#16),read,A widowed producer is swept off his feet when he auditions to find the most BPD girl in Japan.,,,1,0
25584451,Piercing,Ryū Murakami,"Murakami, Ryū",,"=""9633102464""","=""9789633102466""",0,Libri Könyvkiadó Kft.,Paperback,196,2014,1994,,2024/02/03,to-read,to-read (#239),to-read,,,,0,0
34405642,How to Stay Alive: The Ultimate Survival Guide for Any Situation,Bear Grylls,"Grylls, Bear",,"=""0593071077""","=""9780593071076""",0,Bantam Press,Hardcover,448,2017,2014,,2025/01/29,to-read,to-read (#314),to-read,,,,0,0
51807602,Joseph Conrad's Heart of Darkness,Peter Kuper,"Kuper, Peter","Maya Jasanoff, Joseph Conrad","=""""","=""""",3.0,W. W. Norton & Company,Kindle Edition,160,2019,2019,2025/01/26,2025/01/22,,,read,"This adaptation is like Fitzcarraldo, but with artwork like Tintin. Steamboats are cool until you encounter starving indigenous cannibals.",,,1,0
41081319,Bad Behaviour,Mary Gaitskill,"Gaitskill, Mary",,"=""0241383102""","=""9780241383100""",0,Penguin Books,Paperback,208,2019,1988,,2025/01/20,to-read,to-read (#313),to-read,,,,0,0
30334197,Paradise Lost,Pablo Auladell,"Auladell, Pablo","John Milton, Angel Gurria","=""1681773627""","=""9781681773629""",4.0,Pegasus Books,Hardcover,320,2017,2012,2025/01/16,2025/01/08,,,read,"Had I not chanced upon this illustrated adaptation, I ne’er would have perused Milton’s classic tome. Each panel doth appear as a Goya painting.",,,1,0
54120953,Tiananmen 1989: Our Shattered Hopes,Lun Zhang,"Zhang, Lun","Adrien Gombeaud, Améziane","=""1684068835""","=""9781684068838""",4.0,IDW,Kindle Edition,114,2020,2019,2025/01/13,2025/01/08,favourite-graphic-novels,favourite-graphic-novels (#9),read,A beautifully illustrated account of one of the worst acts of clandestine violence committed against thousands of peaceful protesters.,,,1,0
31573165,Crime & Punishment (Classics - SelfMadeHero),David Zane Mairowitz,"Mairowitz, David Zane","Alain Korkos, Fyodor Dostoevsky","=""""","=""""",3.0,SelfMadeHero,Kindle Edition,129,2008,2008,2025/01/09,2025/01/06,,,read,"Dostoevsky-pilled readers will hate this simple, short, modern retelling of Crime and Punishment, but it honestly wasn’t bad.",,,1,0
17056,Moonage Daydream: The Life & Times of Ziggy Stardust,David Bowie,"Bowie, David",Mick Rock,"=""0789313502""","=""9780789313508""",0,Universe,Hardcover,320,2005,2002,,2025/01/08,to-read,to-read (#312),to-read,,,,0,0
207003533,Dante's Inferno: A Graphic Novel Adaptation,Paul Brizzi,"Brizzi, Paul","Gaëtan Brizzi, Dante Alighieri","=""1419776754""","=""9781419776755""",0,Harry N. Abrams,Hardcover,160,2024,2023,,2025/01/08,to-read,to-read (#311),to-read,,,,0,0
2896088,Through Music to the Self: How to Appreciate and Experience Anew,Peter Michael Hamel,"Hamel, Peter Michael",,"=""0906540003""","=""9780906540008""",0,Element Books,Paperback,228,1987,1980,,2025/01/06,to-read,to-read (#310),to-read,,,,0,0
40856403,The Hole,Hye-Young Pyun,"Pyun, Hye-Young",Sora Kim-Russell,"=""1628729910""","=""9781628729917""",0,Arcade,Paperback,208,2018,2016,,2025/01/04,to-read,to-read (#309),to-read,,,,0,0
18196668,The Dhammapada,Anonymous,"Anonymous, Anonymous",Irving Babbitt,"=""""","=""""",4.0,New Directions Books,Paperback,122,1965,-400,2021/06/12,2021/06/12,,,read,"“From craving comes grief, from craving comes fear; he who is free from craving neither sorrows nor fears.”",,,1,0
69571,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money—That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,"Kiyosaki, Robert T.",,"=""0751532711""","=""9780751532715""",1.0,Time Warner Books UK,Paperback,195,2002,1997,2018/07/30,2019/01/18,,,read,"In summary, poor dad is good and rich dad is bad, unless you’re the author.",,,1,0
24925593,Christ Stopped at Eboli,Carlo Levi,"Levi, Carlo",,"=""""","=""""",0,Penguin Modern Classics,Paperback,256,,1945,,2024/12/27,to-read,to-read (#308),to-read,,,,0,0
80834,Pyongyang: A Journey in North Korea,Guy Delisle,"Delisle, Guy",Helge Dascher,"=""1897299214""","=""9781897299210""",5.0,Drawn and Quarterly,Paperback,192,2007,2003,2024/12/28,2024/12/18,favourite-graphic-novels,favourite-graphic-novels (#7),read,My last book of Juche 113 is this excellent graphic memoir of a work tourist in North Korea.,,,1,0
22551869,Opus,Satoshi Kon,"Kon, Satoshi",Zack Davisson,"=""1616556064""","=""9781616556068""",0,Dark Horse Manga,Paperback,384,2014,2011,,2024/12/18,to-read,to-read (#307),to-read,,,,0,0
58963086,Fear Stalks the Land!: A Commonplace Book,Thom Yorke,"Yorke, Thom",Stanley Donwood,"=""1838857362""","=""9781838857363""",0,Canongate,Paperback,176,2021,2021,,2024/12/07,to-read,to-read (#306),to-read,,,,0,0
52337238,Life for Sale,Yukio Mishima,"Mishima, Yukio",,"=""""","=""""",5.0,Penguin Books,Paperback,192,,1968,2024/03/11,2024/03/08,favourite-novels,favourite-novels (#10),read,"A psychological, espionage, crime, heist, romantic, gothic horror thriller about the gig economy.",,,1,0
39619607,I Have the Right to Destroy Myself,Young-ha Kim,"Kim, Young-ha",,"=""""","=""""",3.0,Mariner Books,Kindle Edition,128,2007,1995,2024/11/19,2024/11/17,,,read,"“He couldn’t remember anything specific, not even her face. Instead, images of the North Pole, Chupa Chups, a snowball, and dull sex circled in his head.”",,,1,0
55627569,Orthodoxy,G.K. Chesterton,"Chesterton, G.K.",,"=""1087200334""","=""9781087200330""",0,Independently published,Paperback,126,2020,1908,,2024/11/19,to-read,to-read (#305),to-read,,,,0,0
