Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
2314753,The New Age Music Guide: Profiles and Recordings of 500 Top New Age Musicians,Patti Jean Birosik,"Birosik, Patti Jean",,"=""0020416407""","=""9780020416401""",0,Collier Books,Paperback,288,1989,1989,,2026/08/07,to-read,to-read (#441),to-read,,,,0,0
18931379,Getting Away from Already Being Pretty Much Away from It All: An Essay,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",0,"Little, Brown and Company",Kindle Edition,368,2012,,,2026/08/05,to-read,to-read (#440),to-read,,,,0,0
60324034,How to Say No: An Ancient Guide to the Art of Cynicism (Ancient Wisdom for Modern Readers),Diogenes of Sinope,"Sinope, Diogenes of",M.D. Usher,"=""0691229856""","=""9780691229850""",3.0,Princeton University Press,Hardcover,248,2022,2022,2026/08/05,2026/07/31,,,read,Diogenes was antiquity’s greatest curmudgeonly philosopher-cum-performance artist-cum-dog. This book is a decent Cynicism starter pack.,,,1,0
81779,The Symposium,Plato,"Plato, Plato",Christopher Gill,"=""0140449272""","=""9780140449273""",0,Penguin Books,Paperback,90,2003,-380,,2026/08/04,to-read,to-read (#439),to-read,,,,0,0
219906442,Squat,John Safran,"Safran, John",,"=""1760890170""","=""9781760890179""",4.0,Penguin Books Australia,Paperback,320,2024,,2026/08/04,2025/07/22,,,read,The nail-biting tale of a Jewish hunchback squatting in an eccentric artist’s secluded blue mansion eating Egg McMuffins and drinking stolen sake.,,,1,0
17014039,Assimilate: A Critical History of Industrial Music,S. Alexander Reed,"Reed, S. Alexander",,"=""0199832587""","=""9780199832583""",0,Oxford University Press,Hardcover,376,2013,2013,,2026/08/02,to-read,to-read (#438),to-read,,,,0,0
58396170,Puff Piece,John Safran,"Safran, John",,"=""1760890154""","=""9781760890155""",0,Penguin Books Australia,Paperback,384,2021,,,2026/08/02,to-read,to-read (#437),to-read,,,,0,0
214387885,Monument Eternal,Alice Coltrane,"Coltrane, Alice",,"=""1636142257""","=""9781636142258""",3.0,Akashic Books,Hardcover,72,2025,,2026/07/28,2026/07/28,,,read,"A compelling and bizarre little book on divine visions, demonic entities, astral projection, consciousness, and magical musical instruments from a jazz legend.",,,1,0
30145933,An Age Without Samples: Originality and Creativity in the Digital World,Ikutaro Kakehashi,"Kakehashi, Ikutaro",,"=""1495069273""","=""9781495069277""",0,Hal Leonard,Hardcover,312,2017,,,2026/07/28,to-read,to-read (#436),to-read,,,,0,0
56897474,The Dictionary of Obscure Sorrows,John Koenig,"Koenig, John",,"=""1501153641""","=""9781501153648""",4.0,Simon & Schuster,Hardcover,272,2021,2018,2026/07/25,2026/07/22,,,read,"aftergloom, chthosis, dès vu, ellipsism, gnossienne, klexos, ledsome, mornden, suente, thrapt, thwit, vellichor, wytai, yu yi, and zenosyne.",,,1,0
271672,Coming Through Slaughter,Michael Ondaatje,"Ondaatje, Michael",,"=""0676971768""","=""9780676971767""",0,Vintage Canada,Paperback,176,1998,1976,,2026/07/23,to-read,to-read (#435),to-read,,,,0,0
7125057,"Got the Life: My Journey of Addiction, Faith, Recovery, and Korn",Fieldy,"Fieldy, Fieldy",,"=""006166250X""","=""9780061662508""",3.0,Dey Street Books,Paperback,304,2010,2009,2026/07/09,2023/03/26,,,read,"Fieldy’s memoir is a fairly typical rock star affair, except he confesses to slapping bandmates and girlfriends just as much as bass guitars. Glad he’s sober now.",,,1,0
25417399,Angel Claws,Alejandro Jodorowsky,"Jodorowsky, Alejandro","Mœbius, Jean Giraud, Thierry Nantier","=""159465428X""","=""9781594654282""",2.0,Humanoids,Kindle Edition,72,2014,1994,2026/06/20,2026/06/20,,,read,"Salo, Or The 120 Days Of Santa Sangre. Wildly NSFW.",,,1,0
56153,QED: The Strange Theory of Light and Matter,Richard P. Feynman,"Feynman, Richard P.",A. Zee,"=""0691125759""","=""9780691125756""",0,Princeton University Press,Paperback,192,2006,1985,,2026/06/04,to-read,to-read (#434),to-read,,,,1,0
22090572,The Urban Revolution,Henri Lefebvre,"Lefebvre, Henri",,"=""1452943583""","=""9781452943589""",0,Univ Of Minnesota Press,Kindle Edition,222,2003,1970,,2026/07/04,to-read,to-read (#433),to-read,,,,0,0
199960704,Every Man for Himself and God Against All,Werner Herzog,"Herzog, Werner",Michael Hofmann,"=""1847927246""","=""9781847927248""",0,Bodley Head,Hardcover,355,2023,2022,,2026/04/30,did-not-finish,did-not-finish (#25),did-not-finish,,,,1,0
252769,"Writings on Music, 1965-2000",Steve Reich,"Reich, Steve",Paul Hillier,"=""0195151151""","=""9780195151152""",0,Oxford University Press,Paperback,272,2004,2002,,2026/06/30,to-read,to-read (#432),to-read,,,,0,0
19220144,The Myth of Sisyphus,Albert Camus,"Camus, Albert",Justin O'Brien,"=""0141914173""","=""9780141914176""",3.0,Penguin,Kindle Edition,212,2013,1942,2026/06/29,2024/01/03,,,read,Maybe the real treasure was the boulders we pushed along the way.,,,1,0
1261061,Vault of the Vampire (Fighting Fantasy #38),Keith Martin,"Martin, Keith",Martin McKenna,"=""0140328777""","=""9780140328776""",0,Puffin,Paperback,240,1989,1989,,2026/06/29,to-read,to-read (#431),to-read,,,,0,0
15789739,"Crypt of the Sorcerer (Fighting Fantasy, #26)",Ian Livingstone,"Livingstone, Ian","John Sibbick, Les Edwards","=""0140321551""","=""9780140321555""",0,Puffin Books,Paperback,224,1987,1987,,2026/06/29,to-read,to-read (#430),to-read,,,,0,0
1261049,House of Hell (Fighting Fantasy #10),Steve   Jackson,"Jackson, Steve","Ian Livingstone, Ian Miller, Tim Sell","=""0140318313""","=""9780140318319""",0,Puffin,Mass Market Paperback,224,1984,1982,,2026/06/29,to-read,to-read (#429),to-read,,,,0,0
4130069,Shock value,John   Waters,"Waters, John",,"=""044057871X""","=""9780440578710""",4.0,Delacorte ,Paperback,243,1991,1981,2026/06/25,2020/11/07,,,read,"“No other filmmaker presents humans so disgustingly. His characters aren’t just hideous, they affront the soul. They exude the aroma of outside toilets.”",,,1,0
292492,Silence: Lectures and Writings,John Cage,"Cage, John",,"=""0714510432""","=""9780714510439""",0,Marion Boyars,Paperback,276,1994,1961,,2022/05/01,to-read,to-read (#78),to-read,,,,0,0
17573082,"The Question Concerning Technology, and Other Essays",Martin Heidegger,"Heidegger, Martin",,"=""0062290703""","=""9780062290700""",0,Harper Perennial Modern Classics,Paperback,224,2013,1938,,2026/06/22,to-read,to-read (#428),to-read,,,,0,0
231230362,Picnic at Hanging Rock,Joan Lindsay,"Lindsay, Joan",Maile Meloy,"=""1101666137""","=""9781101666135""",0,Penguin Publishing Group,Kindle Edition,198,2014,1967,,2026/05/29,to-read,to-read (#414),to-read,,,,0,0
781419,The Marriage of Heaven and Hell,William Blake,"Blake, William",Geoffrey L. Keynes,"=""0192811673""","=""9780192811677""",0,Oxford University Press,Paperback,84,1975,1790,,2021/06/01,to-read,to-read (#46),to-read,,,,0,0
218063519,TISM's Machiavelli and the Four Seasons (33 1/3 Oceania),Tyler Jenke,"Jenke, Tyler","Jon Stratton, Jon Dale","=""""","=""9798765114094""",0,Bloomsbury Academic,Paperback,168,2025,,,2025/10/04,"to-read, 33-1-3","to-read (#368), 33-1-3 (#37)",to-read,,,,0,0
19697365,Doolittle,Ben Sisario,"Sisario, Ben",,"=""""","=""""",0,Continuum,Kindle Edition,129,2006,2006,,2025/07/15,"to-read, 33-1-3","to-read (#351), 33-1-3 (#25)",to-read,,,,0,0
34511855,Mumbo Jumbo,Ishmael Reed,"Reed, Ishmael",,"=""0241305810""","=""9780241305812""",0,Penguin Classics,Paperback,224,2017,1972,,2026/06/21,to-read,to-read (#427),to-read,,,,0,0
2895327,When I Was Five I Killed Myself,Howard Butten,"Butten, Howard",,"=""1876485698""","=""9781876485696""",0,Text Publishing,Paperback,232,2001,1981,,2026/06/20,to-read,to-read (#426),to-read,,,,0,0
40543853,Ocean of Sound: Ambient Sound and Radical Listening in the Age of Communication,David Toop,"Toop, David",Michel Faber,"=""1788160304""","=""9781788160308""",0,Serpent's Tail,Paperback,304,2018,1995,,2026/06/16,to-read,to-read (#425),to-read,,,,0,0
34684583,The Peregrine,J.A. Baker,"Baker, J.A.",Robert Macfarlane,"=""0008216215""","=""9780008216214""",0,William Collins,Paperback,256,2017,1967,,2026/06/16,to-read,to-read (#424),to-read,,,,0,0
72565845,Vangelis: The Unknown Man,Mark J.T. Griffin,"Griffin, Mark J.T.",,"=""1471045390""","=""9781471045394""",0,Lulu.com,Paperback,176,2022,2009,,2026/06/16,to-read,to-read (#423),to-read,,,,0,0
654956,Tête bêche,Liu Yichang,"Yichang, Liu",Pascale Wei-Guinot,"=""2877306518""","=""9782877306515""",3.0,Picquier,Paperback,194,2003,1972,2026/06/15,2026/06/12,,,read,I can see how the themes intersect with ITMFL but it differs a lot. “Yumeji's Theme” played in my head the entire time reading it.,,,1,0
2760859,Experimental Music: Cage and Beyond,Michael Nyman,"Nyman, Michael",,"=""0028712005""","=""9780028712000""",0,Schirmer Books,Hardcover,154,1974,1974,,2026/06/08,to-read,to-read (#422),to-read,,,,0,0
34623128,The Autobiography of Gucci Mane,Gucci Mane,"Mane, Gucci",Neil Martinez-Belkin,"=""1501165321""","=""9781501165320""",0,Simon Schuster,Hardcover,304,2017,2017,,2026/06/08,to-read,to-read (#421),to-read,,,,0,0
204250,An Autobiography,Igor Stravinsky,"Stravinsky, Igor",,"=""0393318567""","=""9780393318562""",0,W. W. Norton & Company,Paperback,188,1998,1935,,2026/06/08,to-read,to-read (#420),to-read,,,,0,0
191241,Beneath the Underdog,Charles Mingus,"Mingus, Charles",,"=""0679737618""","=""9780679737612""",0,Vintage,Paperback,384,1991,1971,,2026/06/08,to-read,to-read (#419),to-read,,,,0,0
6477815,Bicycle Diaries,David   Byrne,"Byrne, David",,"=""0670021148""","=""9780670021147""",0,Viking,Hardcover,297,2009,2008,,2026/06/08,to-read,to-read (#418),to-read,,,,0,0
20225602,The Consolation of Philosophy,Boethius,"Boethius, Boethius",Victor  Watts,"=""""","=""""",4.0,Penguin,Kindle Edition,193,2003,524,2026/06/06,2026/02/18,favourite-antiquity-philosophy,favourite-antiquity-philosophy (#9),read,"“I know the many disguises of that monster, Fortune, and the extent to which she seduces with friendship the very people she is striving to cheat.”",,,1,0
57938994,Conversations,Steve Reich,"Reich, Steve",,"=""1335425721""","=""9781335425720""",0,Hanover Square Press,Hardcover,352,2022,2022,,2026/06/05,to-read,to-read (#417),to-read,,,,0,0
30423015,Absolutely on Music: Conversations with Seiji Ozawa,Haruki Murakami,"Murakami, Haruki",,"=""0804173729""","=""9780804173728""",0,Vintage,Paperback,293,2017,2011,,2026/06/04,to-read,to-read (#416),to-read,,,,0,0
18128234,The Fifth Beatle: The Brian Epstein Story,Vivek J. Tiwary,"Tiwary, Vivek J.","Andrew C. Robinson, Kyle Baker, Philip R. Simon","=""1616552565""","=""9781616552565""",4.0,M Press,Hardcover,144,2013,2012,2026/06/01,2026/05/28,favourite-graphic-novels,favourite-graphic-novels (#10),read,This biographical comic blends the Epstein era of The Beatles with a dash of mid-century Mad Men charm. Incredible illustrations.,,,1,0
3132188,Froth on the Daydream,Boris Vian,"Vian, Boris",Stanley Chapman,"=""0140030751""","=""9780140030754""",0,Penguin Books,Paperback,188,1970,1947,,2026/05/31,to-read,to-read (#415),to-read,,,,0,0
7189212,Uncle Willie's Highly Opinionated Guide to The Residents 1972-1992,The Residents,"Residents, The",,"=""""","=""""",3.0,Cryptic Corporation,Paperback,220,1993,1993,2026/05/31,2026/02/09,,,read,“New Residents are already in the works to take over for the aging originals. Don't be surprised to see celebrations of the 100th anniversary some day.”,,,1,0
32710592,A Supposedly Fun Thing I'll Never Do Again: An Essay (Digital Original),David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",5.0,"Little, Brown and Company",ebook,112,2012,1997,2026/05/26,2026/05/25,favourite-nonfiction,favourite-nonfiction (#10),read,DFW’s review of a nauseating 7-day luxury cruise is the greatest existential travel essay of all time.,,,1,0
808950,The Residents: Freak Show,Brian Bolland,"Bolland, Brian","Dave McKean, Kyle Baker, Charles Burns, John Bolton, Matt Howarth, Savage Pencil, Pore No Graphics, Richard Sala","=""1878574329""","=""9781878574329""",3.0,Dark Horse Books,Paperback,117,1992,1992,2026/05/30,2026/05/30,,,read,Good indie comic anthology from the Freak Show era of The Residents. ‘Harry the Head’ had the best art and story but ‘Lillie’ was the creepiest.,,,1,0
21797978,"The Life of Pope John Paul II (comic) (Vol. # 1, No. 1 Issue)",Steven Grant,"Grant, Steven",,"=""""","=""""",0,Marvel Comics,Comic,64,,,2007/02/01,2026/05/30,,,read,,,,1,0
203931592,Type O Negative: Bloody Kisses 30,Alan Robert,"Robert, Alan",Various,"=""""","=""9798886560640""",0,Z2,Hardcover,120,2025,,,2026/05/28,to-read,to-read (#413),to-read,,,,0,0
240896289,Pantera: Vulgar Display of Power,Steve Niles,"Niles, Steve","Burton C Bell, Tony Lee, Erik Rodriguez, Steve Chanks","=""""","=""9798886560169""",0,Z2,Hardcover,120,2025,,,2026/05/28,to-read,to-read (#412),to-read,,,,0,0
55530876,Blue in Green,Ram V,"V, Ram","Anand R.K., John Pearson, Aditya Bidikar, Tom Muller, Ryan Brewer","=""153431900X""","=""9781534319004""",0,Image,Kindle Edition,144,2020,2020,,2026/05/28,to-read,to-read (#411),to-read,,,,0,0
215665983,Kollaps,Melle Jan Kromhout,"Kromhout, Melle Jan",Jan Nieuwenhuis,"=""1501387510""","=""9781501387517""",3.0,Bloomsbury Academic,Kindle Edition,128,2024,2024,2026/05/24,2025/10/04,33-1-3,33-1-3 (#35),read,“Every song on the album is a mutation of their music and extends their capabilities. Kollaps is the musical manifestation of their desire to break free.”,,,1,0
61343,"Heroes of Blues, Jazz, and Country",Robert Crumb,"Crumb, Robert",Terry Zwigoff,"=""0810930862""","=""9780810930865""",1.0,"Harry N. Abrams, Inc.",Hardcover,240,2006,2006,2026/05/21,2026/03/18,,,read,"A low-effort, uninteresting graphic novel from one of the pioneers of smutty alt comix.",,,1,0
222377481,Plunderphonics (Genre: A 33 1/3 Series),Matthew Blackwell,"Blackwell, Matthew",,"=""""","=""9798765119488""",0,Bloomsbury Academic,Paperback,184,2025,,,2026/05/21,"to-read, 33-1-3","to-read (#410), 33-1-3 (#40)",to-read,,,,0,0
222377572,20th Century Ambient (Genre: A 33 1/3 Series),Dusty Henry,"Henry, Dusty",,"=""""","=""9798765119334""",0,Bloomsbury Academic,Paperback,200,2025,,,2026/05/21,"to-read, 33-1-3","to-read (#409), 33-1-3 (#39)",to-read,,,,0,0
853509,Storm of Steel,Ernst Jünger,"Jünger, Ernst",Michael Hofmann,"=""0142437905""","=""9780142437902""",0,Penguin Classics,Paperback,289,2004,1920,,2023/02/11,to-read,to-read (#163),to-read,,,,0,0
218119326,Aphex Twin - A Disco Pogo Tribute,Disco Pogo,"Pogo, Disco",,"=""""","=""""",0,Disco Pogo Ltd.,Hardcover,250,2024,,,2026/05/15,to-read,to-read (#408),to-read,,,,0,0
40673067,In Praise of Idleness: A Timeless Essay,Bertrand Russell,"Russell, Bertrand",Bradley Trevor Grieve,"=""1760640735""","=""9781760640736""",4.0,Black inc.,Hardcover,192,2018,1935,2022/08/24,2022/08/22,,,read,"“Leisure is essential to civilization, and in former times leisure for the few was only rendered possible by the labours of the many.”",,,1,0
14287,Almost Transparent Blue,Ryū Murakami,"Murakami, Ryū",Nancy Andrew,"=""4770029047""","=""9784770029041""",4.0,Kodansha USA,Paperback,126,2003,1976,2024/01/01,2023/06/24,,,read,"If the characters had English names, you’d swear this was a lost Bukowski novel. It’s nicely transgressive.",,,1,0
38319124,Secrets of My Kingdom: Return to dimensions unknown,Mortiis,"Mortiis, Mortiis","Mark Riddick, Tania, Juha Vuorma, Kerry Bartlet, Conscicide, Dayal Patterson, David Thiérrée","=""""","=""""",3.0,Cult Never Dies,Hardcover,202,2018,2018,2026/05/11,2026/04/22,,,read,"An illustrated guide to the fantasy lore of dungeon synth master Mortiis, no trollin’.",,,1,0
6589753,"The Hellbound Heart (Hellraiser, #1)",Clive Barker,"Barker, Clive",,"=""0061760870""","=""9780061760877""",5.0,HarperCollins e-books,Kindle Edition,176,2009,1986,2023/07/11,2023/07/07,favourite-novels,favourite-novels (#14),read,No tears please. Reading the original Hellraiser novel is a perfect use of good suffering.,,,1,0
25708,Saint Thomas Aquinas,G.K. Chesterton,"Chesterton, G.K.",Anton C. Pegis,"=""0385090021""","=""9780385090025""",0,Image,Paperback,167,1974,1923,,2023/08/26,did-not-finish,did-not-finish (#24),did-not-finish,,,,0,0
38581969,The Art of Taxidermy,Sharon Kernot,"Kernot, Sharon",,"=""1925603741""","=""9781925603743""",4.0,Text Publishing,Paperback,240,2019,2019,2026/04/29,2026/04/22,favourite-poetry,favourite-poetry (#8),read,A moving verse novel about a young Australian girl discovering the transformative magic of taxidermy as a way to cope with grief.,,,1,0
73233922,Devo's Freedom of Choice (33 1/3),Evie Nagy,"Nagy, Evie",,"=""1623566517""","=""9781623566517""",0,Bloomsbury Academic,Kindle Edition,184,2015,2015,,2026/05/03,"to-read, 33-1-3","to-read (#407), 33-1-3 (#38)",to-read,,,,0,0
19713291,David Bowie's Low,Hugo Wilcken,"Wilcken, Hugo",,"=""""","=""""",0,Bloomsbury Academic,Paperback,144,2005,2005,,2025/07/15,"to-read, 33-1-3","to-read (#352), 33-1-3 (#26)",to-read,,,,0,0
6076145,Simply Complexity: A Clear Guide to Complexity Theory,Neil Johnson,"Johnson, Neil",,"=""1851686304""","=""9781851686308""",0,Oneworld Publications,Paperback,256,2009,2007,,2021/07/07,did-not-finish,did-not-finish (#23),did-not-finish,,,,0,0
55643282,"Drunk: How We Sipped, Danced, and Stumbled Our Way to Civilization",Edward Slingerland,"Slingerland, Edward",,"=""0316453382""","=""9780316453387""",0,"Little, Brown Spark",Hardcover,369,2021,2021,,2024/05/01,did-not-finish,did-not-finish (#22),did-not-finish,,,,0,0
22552026,Long Way Down,Jason Reynolds,"Reynolds, Jason",,"=""1481438255""","=""9781481438254""",0,Atheneum/Caitlyn Dlouhy Books,Hardcover,306,2017,2017,,2026/04/27,to-read,to-read (#406),to-read,,,,0,0
144522,Meditations and Other Metaphysical Writings,René Descartes,"Descartes, René",Desmond M. Clarke,"=""0140447016""","=""9780140447019""",0,Penguin Classics,Paperback,256,1999,1641,,2026/04/27,to-read,to-read (#405),to-read,,,,0,0
8089902,Booky Wook 2: This Time it's Personal,Russell Brand,"Brand, Russell",,"=""0007328354""","=""9780007328352""",0,HarperCollins Publishers,Paperback,311,,2010,,2026/04/25,did-not-finish,did-not-finish (#21),did-not-finish,,,,0,0
241226926,Hunger: A Novel,Choi Jin-young,"Jin-young, Choi",,"=""""","=""9798889661849""",2.0,Europa Editions,Paperback,208,2026,2015,2025/10/15,2025/09/29,,,read,"The actual cannibalism was barely a footnote in this doomed romance, but the prose was nice.",,,1,0
59705725,Ito Junji's Cat Diary,Junji Ito,"Ito, Junji",,"=""""","=""""",4.0,,Kindle Edition,120,2021,2009,2026/02/27,2026/02/27,,,read,A goofy departure from his usual manga stories but you can tell he loves those cats.,,,1,0
1110457,Whatever You Think Think The Opposite,Paul Arden,"Arden, Paul",,"=""0141025719""","=""9780141025711""",0,Penguin UK,Paperback,143,2006,2006,,2026/04/23,to-read,to-read (#404),to-read,,,,0,0
231148075,The Art of Spending Money: Simple Choices for a Richer Life,Morgan Housel,"Housel, Morgan",,"=""0593716620""","=""9780593716625""",4.0,Portfolio,Hardcover,233,2025,2025,2026/04/24,2025/12/13,,,read,"Frugal and frivolous spending habits can both control you, so decouple money from your identity and spend for utility, freedom, and joy over status.",,,1,0
37792559,Lady Death: The Memoirs of Stalin's Sniper (Greenhill Sniper Library),Lyudmila Pavlichenko,"Pavlichenko, Lyudmila",Martin Pegler,"=""1784382701""","=""9781784382704""",0,Greenhill Books,Hardcover,272,2018,2015,,2023/03/06,did-not-finish,did-not-finish (#20),did-not-finish,,,,0,0
34740398,The Punk Rock of Business: Applying a Punk Rock Attitude in the Modern Business Era,Jeremy Dale,"Dale, Jeremy",,"=""1626344531""","=""9781626344532""",0,Greenleaf Book Group Press,Hardcover,392,2018,,,2021/01/24,did-not-finish,did-not-finish (#19),did-not-finish,,,,0,0
26778184,Bearing False Witness: Debunking Centuries of Anti-Catholic History,Rodney Stark,"Stark, Rodney",,"=""1599474999""","=""9781599474991""",0,Templeton Press,Hardcover,280,2016,2016,,2022/09/09,did-not-finish,did-not-finish (#18),did-not-finish,,,,0,0
123276708,Number Go Up: Inside Crypto's Wild Rise and Staggering Fall,Zeke Faux,"Faux, Zeke",,"=""0593443810""","=""9780593443811""",0,Crown Currency,Hardcover,304,2023,2023,,2023/09/15,did-not-finish,did-not-finish (#17),did-not-finish,,,,0,0
7826125,"Semi-Detached Empire: Suburbia and the Colonization of Britain, 1880 to the Present",Todd Kuchta,"Kuchta, Todd",,"=""0813929261""","=""9780813929262""",0,University of Virginia Press,Paperback,272,2010,2010,,2023/12/25,did-not-finish,did-not-finish (#16),did-not-finish,,,,0,0
42369980,"Surprisingly Down to Earth, and Very Funny: My Autobiography",Limmy,"Limmy, Limmy",,"=""0008294682""","=""9780008294687""",0,Mudlark,Kindle Edition,353,2019,2019,,2022/04/15,did-not-finish,did-not-finish (#15),did-not-finish,,,,0,0
52037,The Sickness unto Death,Søren Kierkegaard,"Kierkegaard, Søren",Alastair Hannay,"=""0140445331""","=""9780140445336""",0,Penguin Classics,Paperback,188,1989,1849,,2022/08/25,did-not-finish,did-not-finish (#14),did-not-finish,,,,0,0
513367,In Search of Schrödinger's Cat: Quantum Physics and Reality,John Gribbin,"Gribbin, John",,"=""0553341030""","=""9780553342536""",0,Bantam,Paperback,320,1984,1984,,2022/02/20,did-not-finish,did-not-finish (#13),did-not-finish,,,,0,0
34274957,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,"Tegmark, Max",,"=""1101946598""","=""9781101946596""",0,Knopf,Hardcover,364,2017,2017,,2019/02/03,did-not-finish,did-not-finish (#12),did-not-finish,,,,0,0
6652627,One Day In The Life Of Ivan Denisovich,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",,"=""0141045353""","=""9780141045351""",0,Penguin Books (Australia),Paperback,144,2009,1962,,2021/07/30,did-not-finish,did-not-finish (#11),did-not-finish,,,,0,0
13456414,A Short Stay in Hell,Steven L. Peck,"Peck, Steven L.",,"=""098374842X""","=""9780983748427""",0,Strange Violin Editions,Paperback,108,2012,2011,,2026/04/20,to-read,to-read (#403),to-read,,,,0,0
210255,Against Nature,Joris-Karl Huysmans,"Huysmans, Joris-Karl","Patrick McGuiness, Robert Baldick","=""0140447636""","=""9780140447637""",0,Penguin Classics,Paperback,288,2004,1884,,2022/08/07,did-not-finish,did-not-finish (#10),did-not-finish,,,,0,0
44440239,Breaking Point: The Future of Australian Cities,Peter Seamer,"Seamer, Peter",,"=""1743820801""","=""9781743820803""",0,Black Inc.,Kindle Edition,300,2019,,,2021/06/19,did-not-finish,did-not-finish (#9),did-not-finish,,,,0,0
20893524,The Poetics of Space,Gaston Bachelard,"Bachelard, Gaston","Maria Jolas, Richard Kearney, Mark Z. Danielewski","=""0143107526""","=""9780143107521""",0,Penguin Classics,Paperback,268,2014,1957,,2022/11/16,did-not-finish,did-not-finish (#8),did-not-finish,,,,0,0
233393,"The Lives of the Most Excellent Painters, Sculptors, and Architects",Giorgio Vasari,"Vasari, Giorgio",,"=""0375760369""","=""9780375760365""",0,Random House USA Inc,Paperback,640,2006,1568,,2022/01/26,did-not-finish,did-not-finish (#7),did-not-finish,,,,0,0
250113,Novel with Cocaine (European Classics),M. Agueev,"Agueev, M.",Michael Henry Heim,"=""0810117096""","=""9780810117099""",0,Northwestern University Press,Paperback,204,1998,1934,,2022/07/20,did-not-finish,did-not-finish (#6),did-not-finish,,,,0,0
116168,Lords of Chaos,Michael Moynihan,"Moynihan, Michael",Didrik Soderlind,"=""0922915946""","=""9780922915941""",0,Feral House,Paperback,405,2003,1998,,2022/05/01,did-not-finish,did-not-finish (#5),did-not-finish,,,,0,0
10474746,The Genesis of Science: How the Christian Middle Ages Launched the Scientific Revolution,James Hannam,"Hannam, James",,"=""1596981555""","=""9781596981553""",0,Regnery,Hardcover,480,2011,2009,,2021/02/14,did-not-finish,did-not-finish (#4),did-not-finish,,,,0,0
8448263,A Concise History of Western Music,Paul Griffiths,"Griffiths, Paul",,"=""0521133661""","=""9780521133661""",0,Cambridge University Press,Paperback,360,2009,2006,,2023/10/30,did-not-finish,did-not-finish (#3),did-not-finish,,,,0,0
39932764,The Tartar Steppe,Dino Buzzati,"Buzzati, Dino","Stuart Hood, Tim Parks","=""0141184124""","=""9780141184128""",0,PENGUIN BOOKS LTD,Paperback,240,2000,1940,,2023/06/17,did-not-finish,did-not-finish (#2),did-not-finish,,,,0,0
76571,Lord of Dark Places,Hal Bennett,"Bennett, Hal",,"=""1885983123""","=""9781885983121""",0.0,Turtle Point Press,Paperback,285,2000,1970,2022/07/29,2023/10/11,did-not-finish,did-not-finish (#1),did-not-finish,"I got halfway into this indescribable novel and just couldn’t continue. It’s well written for the characters and setting, but the story honestly disturbed me. The bleakest novel of all time. I’ve found my limit.",,,1,0
10454889,The Ruba'iyat of Omar Khayyam,Omar Khayyám,"Khayyám, Omar","Peter Avery, John Heath-Stubbs","=""""","=""""",4.0,Penguin Books Limited,Paperback,116,2004,1120,2026/04/17,2026/04/06,favourite-poetry,favourite-poetry (#7),read,"“Dust into dust, and under dust to lie,<br/>Sans wine, sans song, sans singer, and sans end.”",,,1,0
12384322,Narcopolis,Jeet Thayil,"Thayil, Jeet",,"=""0571275761""","=""9780571275762""",3.0,Faber & Faber,Paperback,292,2012,2012,2026/04/16,2026/03/21,,,read,"A murky, degenerate, mosaic novel set in the Bombay underbelly. ₹10,000 (A$150) for Mahatma Gandhi’s dentures is a tidy investment.",,,1,0
68055104,The Foreigner (Library of South Asian Literature),Arun Joshi,"Joshi, Arun",,"=""8122207189""","=""9788122207187""",4.0,Orient Publishing,Kindle Edition,201,1993,1968,2026/03/17,2026/02/06,,,read,A limerent love triangle between two Indian students and an American manic pixie dream girl ends tragically.,,,1,0
785454,Train to Pakistan,Khushwant Singh,"Singh, Khushwant",Arthur Lall,"=""0802132219""","=""9780802132215""",0,Grove Press,Paperback,181,1994,1956,,2026/04/10,to-read,to-read (#402),to-read,,,,0,0
9380780,The Book of Tea,Kakuzō Okakura,"Okakura, Kakuzō",Christopher E.G. Benfey,"=""0141191848""","=""9780141191843""",0,Penguin Classics,Paperback,89,2010,1906,,2026/04/06,to-read,to-read (#401),to-read,,,,0,0
4836021,Censoring an Iranian Love Story,Shahriar Mandanipour,"Mandanipour, Shahriar",Sara Khalili,"=""0307269787""","=""9780307269782""",0,Knopf,Hardcover,295,2009,2008,,2026/04/06,to-read,to-read (#400),to-read,,,,0,0
27167514,The Alchemy of Happiness,Abu Hamid al-Ghazali,"al-Ghazali, Abu Hamid","Elton D. Daniel, Claud Field","=""1317458788""","=""9781317458784""",0,Routledge,Kindle Edition,160,2015,1105,,2026/04/06,to-read,to-read (#399),to-read,,,,0,0
8799640,There Once Lived a Woman Who Tried to Kill Her Neighbour's Baby: Scary Fairy Tales,Ludmilla Petrushevskaya,"Petrushevskaya, Ludmilla","Keith Gessen, Anna Summers","=""0718192079""","=""9780718192075""",0,Penguin Books,Paperback,220,2011,2009,,2026/03/25,to-read,to-read (#398),to-read,,,,0,0
